,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Year
1874,1875,Mario Pašalić,CRO,MF,Atalanta,Serie A,23,1995,33,17,"1,618",18.0,5,3,5,0,0,1,0,0.28,0.17,0.44,0.28,0.44,3.8,3.8,1.7,5.4,0.21,0.09,0.30,0.21,0.30,2018
1875,1876,Manuel Pasqual,ITA,DF,Empoli,Serie A,36,1982,22,13,"1,342",14.9,1,2,0,1,1,2,0,0.07,0.13,0.20,0.00,0.13,1.1,0.3,1.9,2.3,0.07,0.13,0.20,0.02,0.15,2018
1876,1877,Javier Pastore,ARG,MF,Roma,Serie A,29,1989,14,7,597,6.6,3,0,3,0,0,0,0,0.45,0.00,0.45,0.45,0.45,2.1,2.1,1.2,3.3,0.32,0.19,0.50,0.32,0.50,2018
1877,1878,Callum Paterson,SCO,FW,Cardiff City,Premier League,23,1994,27,21,"1,998",22.2,4,1,4,0,0,4,0,0.18,0.05,0.23,0.18,0.23,5.2,5.2,1.9,7.1,0.23,0.08,0.32,0.23,0.32,2018
1878,1879,Patric,ESP,DF,Lazio,Serie A,25,1993,15,12,"1,085",12.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.6,1.4,0.06,0.05,0.12,0.06,0.12,2018
1879,1880,Rui Patrício,POR,GK,Wolves,Premier League,30,1988,37,37,"3,329",37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1880,1881,Paulinho,BRA,FW,Leverkusen,Bundesliga,18,2000,15,0,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.13,0.06,0.19,0.13,0.19,2018
1881,1882,Gabriel Paulista,BRA,DF,Valencia,La Liga,27,1990,30,30,"2,623",29.1,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,0.9,0.9,0.4,1.3,0.03,0.01,0.04,0.03,0.04,2018
1882,1883,Benjamin Pavard,FRA,DF,Stuttgart,Bundesliga,22,1996,29,29,"2,610",29.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.9,1.7,0.03,0.03,0.06,0.03,0.06,2018
1883,1884,Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,26,1992,34,34,"2,977",33.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1884,1885,Mateo Pavlović,BIH,DF,Angers,Ligue 1,28,1990,30,28,"2,490",27.7,2,1,2,0,0,7,1,0.07,0.04,0.11,0.07,0.11,2.4,2.4,0.2,2.5,0.09,0.01,0.09,0.09,0.09,2018
1885,1886,Leonardo Pavoletti,ITA,FW,Cagliari,Serie A,29,1988,32,31,"2,734",30.4,16,1,16,0,0,6,0,0.53,0.03,0.56,0.53,0.56,10.2,10.2,1.1,11.3,0.34,0.04,0.37,0.34,0.37,2018
1886,1887,Dimitri Payet,FRA,MF,Marseille,Ligue 1,31,1987,31,23,"1,904",21.2,4,6,2,2,3,3,0,0.19,0.28,0.47,0.09,0.38,4.8,2.6,6.6,9.2,0.23,0.31,0.54,0.12,0.43,2018
1887,1888,Nehuén Paz,ARG,DF,Bologna,Serie A,25,1993,2,1,114,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1888,1889,Alfonso Pedraza,ESP,DF,Villarreal,La Liga,22,1996,34,22,"2,095",23.3,3,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.4,2.4,3.9,6.3,0.10,0.17,0.27,0.10,0.27,2018
1889,1890,Pedro,ESP,FW,Chelsea,Premier League,31,1987,31,21,"1,778",19.8,8,2,8,0,0,2,0,0.40,0.10,0.51,0.40,0.51,6.7,6.7,2.9,9.7,0.34,0.15,0.49,0.34,0.49,2018
1890,1891,João Pedro,ITA,FW,Cagliari,Serie A,26,1992,34,30,"2,555",28.4,7,2,5,2,2,5,1,0.25,0.07,0.32,0.18,0.25,7.9,6.4,3.3,9.7,0.28,0.12,0.40,0.23,0.34,2018
1891,1892,Pedrosa,ESP,DF,Espanyol,La Liga,20,1998,12,8,763,8.5,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.5,0.5,0.6,1.1,0.06,0.07,0.13,0.06,0.13,2018
1892,1893,Stef Peeters,BEL,MF,Caen,Ligue 1,26,1992,7,5,407,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.04,0.06,0.10,0.04,0.10,2018
1893,1894,Jordan Pefok,USA,FW,Rennes,Ligue 1,22,1996,15,7,608,6.8,3,1,3,0,0,0,0,0.44,0.15,0.59,0.44,0.59,3.8,3.8,0.1,3.9,0.56,0.02,0.57,0.56,0.57,2018
1894,1895,Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,37,1981,3,2,203,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1895,1896,Peter Pekarík,SVK,DF,Hertha BSC,Bundesliga,31,1986,3,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,2018
1896,1897,Pelé,GNB,MF,Monaco,Ligue 1,26,1991,8,4,469,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.03,0.02,0.05,0.03,0.05,2018
1897,1898,Yohann Pelé,FRA,GK,Marseille,Ligue 1,35,1982,9,7,682,7.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1898,1899,Maxime Pélican,FRA,FW,Nice,Ligue 1,20,1998,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1899,1900,Pietro Pellegri,ITA,FW,Monaco,Ligue 1,17,2001,3,0,82,0.9,1,0,1,0,0,1,0,1.10,0.00,1.10,1.10,1.10,0.1,0.1,0.0,0.2,0.15,0.05,0.20,0.15,0.20,2018
1900,1901,Lorenzo Pellegrini,ITA,MF,Roma,Serie A,22,1996,25,21,"1,821",20.2,3,3,3,0,0,6,0,0.15,0.15,0.30,0.15,0.30,5.1,5.1,5.0,10.1,0.25,0.25,0.50,0.25,0.50,2018
1901,1902,Luca Pellegrini,ITA,DF,Roma,Serie A,19,1999,4,2,161,1.8,0,1,0,0,0,2,0,0.00,0.56,0.56,0.00,0.56,0.0,0.0,0.2,0.2,0.00,0.13,0.13,0.00,0.13,2018
1902,1903,Luca Pellegrini,ITA,DF,Cagliari,Serie A,19,1999,12,11,940,10.4,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.9,0.9,0.00,0.09,0.09,0.00,0.09,2018
1903,1904,Théo Pellenard,FRA,DF,Angers,Ligue 1,24,1994,6,6,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.5,0.01,0.08,0.10,0.01,0.10,2018
1904,1905,Sergio Pellissier,ITA,FW,Chievo,Serie A,39,1979,19,12,953,10.6,4,1,3,1,2,1,0,0.38,0.09,0.47,0.28,0.38,4.5,3.0,0.9,4.0,0.43,0.09,0.52,0.28,0.37,2018
1905,1906,Andy Pelmard,FRA,DF,Nice,Ligue 1,18,2000,4,4,275,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,2018
1906,1907,Lee Peltier,ENG,DF,Cardiff City,Premier League,31,1986,20,17,"1,544",17.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.01,0.00,0.01,2018
1907,1908,Federico Peluso,ITA,DF,Sassuolo,Serie A,34,1984,16,14,"1,356",15.1,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,2018
1908,1909,Rubén Peña,ESP,DF,Eibar,La Liga,27,1991,31,30,"2,674",29.7,1,2,1,0,0,4,0,0.03,0.07,0.10,0.03,0.10,0.7,0.7,4.1,4.8,0.02,0.14,0.16,0.02,0.16,2018
1909,1910,Nicolas Pépé,CIV,FW,Lille,Ligue 1,23,1995,38,37,"3,324",36.9,22,11,13,9,10,1,0,0.60,0.30,0.89,0.35,0.65,20.9,13.3,8.2,21.5,0.57,0.22,0.79,0.36,0.58,2018
1910,1911,Pepín,EQG,MF,Parma,Serie A,21,1996,2,1,77,0.9,0,1,0,0,0,0,0,0.00,1.17,1.17,0.00,1.17,0.1,0.1,0.4,0.5,0.14,0.41,0.55,0.14,0.55,2018
1911,1912,Andreas Pereira,BRA,MF,Manchester Utd,Premier League,22,1996,15,6,599,6.7,1,1,1,0,0,5,0,0.15,0.15,0.30,0.15,0.30,0.2,0.2,0.8,1.1,0.04,0.12,0.16,0.04,0.16,2018
1912,1913,Matheus Pereira,POR,MF,Nürnberg,Bundesliga,22,1996,19,16,"1,232",13.7,3,2,3,0,0,3,1,0.22,0.15,0.37,0.22,0.37,2.2,2.2,1.2,3.5,0.16,0.09,0.25,0.16,0.25,2018
1913,1914,Pedro Pereira,POR,DF,Genoa,Serie A,20,1998,26,15,"1,384",15.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,1.3,0.01,0.08,0.08,0.01,0.08,2018
1914,1915,Ricardo Pereira,POR,DF,Leicester City,Premier League,24,1993,35,35,"3,123",34.7,2,6,2,0,0,7,0,0.06,0.17,0.23,0.06,0.23,1.3,1.3,4.9,6.2,0.04,0.14,0.18,0.04,0.18,2018
1915,1916,Roberto Pereyra,ARG,MF,Watford,Premier League,27,1991,33,33,"2,815",31.3,6,1,6,0,0,3,0,0.19,0.03,0.22,0.19,0.22,5.5,5.5,3.5,9.0,0.17,0.11,0.29,0.17,0.29,2018
1916,1917,Ayoze Pérez,ESP,MF,Newcastle Utd,Premier League,25,1993,37,34,"2,917",32.4,12,2,12,0,0,2,0,0.37,0.06,0.43,0.37,0.43,7.7,7.7,3.7,11.3,0.24,0.11,0.35,0.24,0.35,2018
1917,1918,Carles Pérez,ESP,FW,Barcelona,La Liga,20,1998,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.37,0.00,0.37,0.37,0.37,2018
1918,1919,Hernán Pérez,PAR,FW,Espanyol,La Liga,29,1989,19,10,795,8.8,1,2,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,2.0,2.0,2.3,4.3,0.23,0.26,0.49,0.23,0.49,2018
1919,1920,Lucas Pérez,ESP,FW,West Ham,Premier League,29,1988,15,4,475,5.3,3,0,3,0,0,0,0,0.57,0.00,0.57,0.57,0.57,1.9,1.9,0.7,2.6,0.36,0.14,0.50,0.36,0.50,2018
1920,1921,Rubén Pérez,ESP,MF,Leganés,La Liga,29,1989,31,27,"2,474",27.5,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.4,1.8,0.01,0.05,0.07,0.01,0.07,2018
1921,1922,Stipe Perica,CRO,FW,Frosinone,Serie A,23,1995,7,6,480,5.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,1.5,0.25,0.03,0.28,0.25,0.28,2018
1922,1923,Mattia Perin,ITA,GK,Juventus,Serie A,25,1992,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1923,1924,Ivan Perišić,CRO,FW,Inter,Serie A,29,1989,34,30,"2,701",30.0,8,3,6,2,2,5,0,0.27,0.10,0.37,0.20,0.30,10.7,9.2,6.1,15.3,0.36,0.20,0.56,0.31,0.51,2018
1924,1925,Diego Perotti,ARG,FW,Roma,Serie A,30,1988,13,6,668,7.4,5,0,2,3,3,3,0,0.67,0.00,0.67,0.27,0.27,3.8,1.6,1.2,2.7,0.52,0.16,0.67,0.21,0.36,2018
1925,1926,Loïc Perrin,FRA,DF,Saint-Étienne,Ligue 1,32,1985,31,31,"2,700",30.0,1,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06,2018
1926,1927,Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,30,1987,9,8,765,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1927,1928,Matteo Pessina,ITA,MF,Atalanta,Serie A,21,1997,12,1,235,2.6,0,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,0.1,0.1,0.2,0.2,0.02,0.06,0.09,0.02,0.09,2018
1928,1929,Andrea Petagna,ITA,FW,SPAL,Serie A,23,1995,36,35,"3,031",33.7,16,1,10,6,6,8,0,0.48,0.03,0.50,0.30,0.33,13.6,9.0,2.1,11.1,0.40,0.06,0.47,0.27,0.33,2018
1929,1930,Nils Petersen,GER,FW,Freiburg,Bundesliga,29,1988,24,20,"1,929",21.4,10,3,9,1,2,0,0,0.47,0.14,0.61,0.42,0.56,9.3,7.7,1.9,9.6,0.43,0.09,0.52,0.36,0.45,2018
1930,1931,Ondřej Petrák,CZE,MF,Nürnberg,Bundesliga,26,1992,22,18,"1,624",18.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.03,0.01,0.05,0.03,0.05,2018
1931,1932,Germán Pezzella,ARG,DF,Fiorentina,Serie A,27,1991,32,32,"2,850",31.7,2,1,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,2.4,2.4,0.6,3.0,0.08,0.02,0.10,0.08,0.10,2018
1932,1933,Giuseppe Pezzella,ITA,DF,Genoa,Serie A,20,1997,5,1,112,1.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.05,0.07,0.02,0.07,2018
1933,1934,Giuseppe Pezzella,ITA,DF,Udinese,Serie A,20,1997,4,2,184,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2018
1934,1935,Matthias Phaeton,GLP,FW,Guingamp,Ligue 1,18,2000,4,0,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.19,0.19,0.00,0.19,2018
1935,1936,Maximilian Philipp,GER,FW,Dortmund,Bundesliga,24,1994,18,9,758,8.4,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,1.1,1.1,0.2,1.3,0.13,0.03,0.16,0.13,0.16,2018
1936,1937,Lebogang Phiri,RSA,MF,Guingamp,Ligue 1,23,1994,24,23,"1,928",21.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.03,0.03,0.06,0.03,0.06,2018
1937,1938,Krzysztof Piątek,POL,FW,Milan,Serie A,23,1995,18,16,"1,373",15.3,9,0,9,0,0,0,0,0.59,0.00,0.59,0.59,0.59,6.2,6.2,0.7,6.9,0.41,0.05,0.45,0.41,0.45,2018
1938,1939,Krzysztof Piątek,POL,FW,Genoa,Serie A,23,1995,19,18,"1,593",17.7,13,0,11,2,2,5,0,0.73,0.00,0.73,0.62,0.62,9.8,8.3,0.8,9.1,0.55,0.04,0.60,0.47,0.51,2018
1939,1940,Pablo Piatti,ARG,FW,Espanyol,La Liga,29,1989,20,6,743,8.3,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,1.4,2.7,0.16,0.16,0.33,0.16,0.33,2018
1940,1941,Lucas Piazon,BRA,MF,Chievo,Serie A,24,1994,4,0,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.15,0.02,0.16,0.15,0.16,2018
1941,1942,Cristiano Piccini,ITA,DF,Valencia,La Liga,25,1992,23,21,"1,868",20.8,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.4,0.4,0.9,1.2,0.02,0.04,0.06,0.02,0.06,2018
1942,1943,Roberto Piccoli,ITA,FW,Atalanta,Serie A,17,2001,2,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.44,0.00,0.44,0.44,0.44,2018
1943,1944,Jordan Pickford,ENG,GK,Everton,Premier League,24,1994,38,38,"3,420",38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,2018
1944,1945,Jérémy Pied,FRA,DF,Lille,Ligue 1,29,1989,11,4,469,5.2,0,2,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,0.0,0.0,0.6,0.6,0.00,0.12,0.12,0.00,0.12,2018
1945,1946,Ronaël Pierre-Gabriel,FRA,DF,Monaco,Ligue 1,20,1998,4,4,355,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,2018
1946,1947,Erik Pieters,NED,DF,Amiens,Ligue 1,29,1988,15,14,"1,261",14.0,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,1.4,2.5,0.08,0.10,0.18,0.08,0.18,2018
1947,1948,Tomás Pina Isla,ESP,MF,Alavés,La Liga,30,1987,28,27,"2,340",26.0,2,0,2,0,0,13,0,0.08,0.00,0.08,0.08,0.08,1.5,1.5,1.5,3.0,0.06,0.06,0.12,0.06,0.12,2018
1948,1949,Andrea Pinamonti,ITA,FW,Frosinone,Serie A,19,1999,27,17,"1,625",18.1,5,3,5,0,0,2,0,0.28,0.17,0.44,0.28,0.44,5.8,5.8,0.9,6.7,0.32,0.05,0.37,0.32,0.37,2018
1949,1950,Carlo Pinsoglio,ITA,GK,Juventus,Serie A,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1950,1951,Virgile Pinson,FRA,FW,Reims,Ligue 1,22,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1951,1952,Lenny Pintor,FRA,FW,Lyon,Ligue 1,17,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1952,1953,Gerard Piqué,ESP,DF,Barcelona,La Liga,31,1987,35,35,"3,150",35.0,4,2,4,0,0,6,0,0.11,0.06,0.17,0.11,0.17,3.7,3.7,1.5,5.2,0.11,0.04,0.15,0.11,0.15,2018
1953,1954,Facundo Píriz,URU,MF,Montpellier,Ligue 1,28,1990,6,0,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1954,1955,Fabio Pisacane,ITA,DF,Cagliari,Serie A,32,1986,27,24,"2,266",25.2,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.9,0.9,0.6,1.4,0.03,0.02,0.06,0.03,0.06,2018
1955,1956,Łukasz Piszczek,POL,DF,Dortmund,Bundesliga,33,1985,20,20,"1,756",19.5,1,6,1,0,0,3,0,0.05,0.31,0.36,0.05,0.36,0.5,0.5,1.9,2.5,0.03,0.10,0.13,0.03,0.13,2018
1956,1957,Claudio Pizarro,PER,FW,Werder Bremen,Bundesliga,39,1978,26,3,692,7.7,5,2,5,0,0,1,0,0.65,0.26,0.91,0.65,0.91,3.5,3.5,0.6,4.1,0.46,0.07,0.53,0.46,0.53,2018
1957,1958,Marko Pjaca,CRO,FW,Fiorentina,Serie A,23,1995,19,8,750,8.3,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,1.0,2.8,0.22,0.12,0.34,0.22,0.34,2018
1958,1959,Miralem Pjanić,BIH,MF,Juventus,Serie A,28,1990,31,27,"2,280",25.3,2,6,2,0,0,6,1,0.08,0.24,0.32,0.08,0.32,1.4,1.4,6.2,7.7,0.06,0.25,0.30,0.06,0.30,2018
1959,1960,Carles Planas,ESP,DF,Girona,La Liga,27,1991,7,4,419,4.7,0,1,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.4,0.5,0.03,0.08,0.11,0.03,0.11,2018
1960,1961,Óscar Plano,ESP,MF,Valladolid,La Liga,27,1991,33,30,"2,693",29.9,3,4,3,0,0,8,0,0.10,0.13,0.23,0.10,0.23,3.8,3.8,4.1,7.9,0.13,0.14,0.26,0.13,0.26,2018
1961,1962,Jaroslav Plašil,CZE,MF,Bordeaux,Ligue 1,36,1982,23,16,"1,443",16.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.9,0.9,0.7,1.6,0.06,0.04,0.10,0.06,0.10,2018
1962,1963,Marvin Plattenhardt,GER,DF,Hertha BSC,Bundesliga,26,1992,22,22,"1,924",21.4,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,0.7,0.7,3.0,3.7,0.03,0.14,0.17,0.03,0.17,2018
1963,1964,Stiven Plaza,ECU,FW,Valladolid,La Liga,19,1999,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1964,1965,Alassane Pléa,FRA,FW,M'Gladbach,Bundesliga,25,1993,34,28,"2,503",27.8,12,4,12,0,0,2,0,0.43,0.14,0.58,0.43,0.58,9.7,9.5,2.5,11.9,0.35,0.09,0.44,0.34,0.43,2018
1965,1966,Luca Plogmann,GER,GK,Werder Bremen,Bundesliga,18,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1966,1967,Morgan Poaty,CGO,MF,Montpellier,Ligue 1,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.07,0.11,0.03,0.11,2018
1967,1968,Paul Pogba,FRA,MF,Manchester Utd,Premier League,25,1993,35,34,"3,006",33.4,13,9,6,7,10,6,0,0.39,0.27,0.66,0.18,0.45,14.7,7.0,4.6,11.7,0.44,0.14,0.58,0.21,0.35,2018
1968,1969,Denis-Will Poha,FRA,MF,Rennes,Ligue 1,21,1997,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1969,1970,Andrea Poli,ITA,MF,Bologna,Serie A,28,1989,30,23,"1,932",21.5,4,1,4,0,0,5,0,0.19,0.05,0.23,0.19,0.23,3.5,3.5,0.8,4.3,0.16,0.04,0.20,0.16,0.20,2018
1970,1971,Matteo Politano,ITA,FW,Inter,Serie A,24,1993,36,31,"2,549",28.3,5,6,5,0,0,4,1,0.18,0.21,0.39,0.18,0.39,5.4,5.4,6.4,11.8,0.19,0.23,0.42,0.19,0.42,2018
1971,1972,Pierre-Yves Polomat,FRA,DF,Saint-Étienne,Ligue 1,24,1993,18,11,950,10.6,0,2,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,2.2,2.4,0.02,0.21,0.23,0.02,0.23,2018
1972,1973,Giacomo Poluzzi,ITA,GK,SPAL,Serie A,30,1988,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1973,1974,Pere Pons,ESP,MF,Girona,La Liga,25,1993,34,32,"2,792",31.0,1,2,1,0,0,4,0,0.03,0.06,0.10,0.03,0.10,1.3,1.3,1.8,3.0,0.04,0.06,0.10,0.04,0.10,2018
1974,1975,Pedro Porro,ESP,DF,Girona,La Liga,18,1999,32,25,"2,211",24.6,0,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.9,0.9,2.3,3.2,0.04,0.09,0.13,0.04,0.13,2018
1975,1976,Manolo Portanova,ITA,MF,Juventus,Serie A,18,2000,1,0,33,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1976,1977,Francisco Portillo,ESP,MF,Getafe,La Liga,28,1990,32,19,"1,994",22.2,1,4,1,0,0,3,1,0.05,0.18,0.23,0.05,0.23,0.7,0.7,2.3,3.0,0.03,0.10,0.14,0.03,0.14,2018
1977,1978,Portu,ESP,FW,Girona,La Liga,26,1992,34,33,"2,821",31.3,9,2,8,1,1,3,0,0.29,0.06,0.35,0.26,0.32,8.4,7.6,3.3,10.9,0.27,0.11,0.37,0.24,0.35,2018
1978,1979,Stefan Posch,AUT,DF,Hoffenheim,Bundesliga,21,1997,17,16,"1,402",15.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,2018
1979,1980,Sergio Postigo,ESP,DF,Levante,La Liga,29,1988,21,17,"1,449",16.1,1,1,1,0,0,4,1,0.06,0.06,0.12,0.06,0.12,0.2,0.2,0.8,1.0,0.01,0.05,0.06,0.01,0.06,2018
1980,1981,Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,24,1994,31,27,"2,451",27.2,15,3,15,0,0,2,0,0.55,0.11,0.66,0.55,0.66,11.8,11.7,4.0,15.7,0.43,0.15,0.58,0.43,0.58,2018
1981,1982,Maxime Poundjé,FRA,DF,Bordeaux,Ligue 1,25,1992,30,28,"2,537",28.2,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,2.3,2.6,0.01,0.08,0.09,0.01,0.09,2018
1982,1983,Gaëtan Poussin,FRA,GK,Bordeaux,Ligue 1,19,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1983,1984,José Pozo,ESP,MF,Rayo Vallecano,La Liga,22,1996,29,16,"1,617",18.0,3,0,3,0,0,4,0,0.17,0.00,0.17,0.17,0.17,2.4,2.4,1.4,3.8,0.14,0.08,0.21,0.14,0.21,2018
1984,1985,Dennis Praet,BEL,MF,Sampdoria,Serie A,24,1994,34,33,"2,890",32.1,2,3,2,0,0,6,0,0.06,0.09,0.16,0.06,0.16,1.8,1.8,2.8,4.6,0.05,0.09,0.14,0.05,0.14,2018
1985,1986,Sanjin Prcić,BIH,MF,Levante,La Liga,24,1993,10,6,532,5.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.01,0.05,0.04,0.05,2018
